1X	1000	250	14	t10	0.2						
1X	1000	250	14	t20	0.177777778						
1X	1000	250	14	t3	0.111111111						
1X	1000	250	14	t33	0.244444444						
1X	1000	250	14	t5	0.133333333						
1X	1000	250	14	t50	0.311111111						
1X	1000	250	14	t7	0.133333333						
1X	1000	250	14	t75	0.444444444						
1X	1000	250	15	ori	0.2						
1X	1000	250	15	t0	0.2						
1X	1000	250	15	t10	0.2						
1X	1000	250	15	t20	0.2						
1X	1000	250	15	t3	0.177777778						
1X	1000	250	15	t33	0.288888889						
1X	1000	250	15	t5	0.155555556						
